"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q168714","","","جبل تامبورا","তামবোরা পর্বত","Tambora","Tambora","Tambora","Tambora","Ταμπόρα","टैम्बोरा","Tambora","Gunung Tambora","Tambora","タンボラ山","탐보라 화산","Tambora","Tambora","Monte Tambora","Тамбора","Tambora","Tambora","Núi Tambora","坦博拉火山"
"Q825709","","","","","Gunnbjørns Fjeld","Gunnbjørn Fjeld","Gunnbjörn","Gunnbjørn","","","","","Monte Gunnbjørn","ギュンビョルン山","군비요른 산","Gunnbjørn Fjeld","Góra Gunnbjørna","Gunnbjørn","Гунбьёрн","Gunnbjørn","","","贡比约恩山"
"Q827728","","","","","Kerinchi","Kerinci","","Kerinci","","","Kerinci","Gunung Kerinci","Kerinci","クリンチ山","케린치 산","Kerinci","Kerinci","Kerintji","Керинчи","Kerinci","","","葛林芝火山"
"Q618361","","","","","Olavtoppen","Olavtoppen","Pico Olavtoppen","Olavtoppen","","","Olavtoppen","","","オラフ峰","","Olavtoppen","Olavtoppen","Olavtoppen","","Olav Peak","","","奧拉夫峰"
"Q235062","","","غاليرا","","Galeras","Galeras","Volcán Galeras","Galeras","","","Galeras","Galeras","Galeras","ガレラス山","갈레라스 화산","Galeras","Galeras","Galeras","Галерас","Galeras","","Galeras","加勒拉斯火山"
"Q252362","","","","","Cerro Chirripó","Cerro Chirripó","Cerro Chirripó","Cerro Chirripó","","","","","Cerro Chirripó","チリポ山","","Cerro Chirripó","Cerro Chirripó","Cerro Chirripó","Чиррипо","Cerro Chirripó","","Chirripó","奇里波峰"
"Q847323","","","جبل رينجاني","","Rinjani","Rinjani","Monte Rinjani","Rinjani","Ριντζάνι","रिन्जानी","","Gunung Rinjani","Rinjani","リンジャニ山","린자니 산","Rinjani","Rinjani","Rinjani","Ринджани","Mount Rinjani","","","林賈尼火山"
"Q845239","","","","","Soufrière Hills","Soufrière Hills","Soufrière Hills","Soufrière","Σουφριέρ Χιλς","","","","Soufrière Hills","スーフリエール・ヒルズ","수프리에르힐즈 산","Soufrière","Soufrière Hills","Soufrière Hills","Суфриер-Хиллс","Soufrière Hills","","","苏弗里埃尔火山"
"Q738746","","","","","Slættaratindur","Slættaratindur","Slættaratindur","Slættaratindur","","","Slættaratindur","","Slættaratindur","スラッタラティンドル山","","Slættaratindur","Slættaratindur","Slættaratindur","Слаттаратиндур","Slættaratindur","","","斯莱塔拉山"
"Q783742","","","","","Pico Duarte","Pico Duarte","Pico Duarte","Pico Duarte","","","","","Pico Duarte","ピコ・ドゥアルテ","","Pico Duarte","Pico Duarte","Pico Duarte","Пик Дуарте","Pico Duarte","","","杜阿尔特峰"
"Q777794","","","","","Ausangate","Ausangate","Ausangate","Ausangate","","","","","Ausangate","","","Ausangate","Ausangate","Ausangate","","Ausangate","","","奧桑加特山"
"Q946035","","","","","Coropuna","Coropuna","Coropuna","Nevado Coropuna","","","","","Coropuna","コロプナ山","","Coropuna","Coropuna","Nevado Coropuna","Коропуна","Coropuna","Coropuna","","科羅普納峰"
"Q1055837","","","","","Cerro Catedral","Cerro Catedral","Cerro Catedral","Cerro Catedral","","","","","Cerro Catedral","カテドラル山","","Cerro Catedral","Cerro Catedral","Cerro Catedral","Серро-Катедраль","","","","卡特德拉爾山"
"Q928681","","","","","Ponta do Pico","Mount Pico","Montaña del Pico","Ponta do Pico","","","","Gunung Pico","Monte Pico","ピコ山","피쿠 산","Ponta do Pico","Pico","Montanha do Pico","Пику","Ponta do Pico","","","皮库山"
