"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q1072359","","","","","Theiß-See","Lake Tisza","Lago Tisza","lac Tisza","","","Tisza-tó","","lago del Tibisco","","","Lake Tisza","Cisa","","Тиса","Tiszasjön","Tisza Gölü","","小克賴水庫"
"Q1111856","","","","","","","Embalse de Krasnodar","","","","","","","","","Krasnodarskoe vodochranilisjtsje","","","Краснодарское водохранилище","","","","克拉斯諾達爾水庫"
"Q1256020","","","","","Drawsko","Drawsko Lake","","","","","","","lago Drawsko","","","Drawsko Lake","Drawsko","","","","","","德拉瓦湖"
"Q1422965","","","","","Trichonida-See","Lake Trichonida","Lago Triconida","lac Trichonida","Τριχωνίδα","","","","Trichonida","トリホニダ湖","","Lake Trichonida","","","Трихонис","Trichonida","","","特里霍尼扎湖"
"Q1891954","","","","","Manyas Gölü","Lake Kuş","Lago Manyas","lac de Manyas","","","","","","","","","","","Куш","","Manyas Kuşgölü","","曼尼亞斯湖"
"Q1529077","","","","","Yliki-See","Lake Yliki","Lago Iliki","lac Yliki","Υλίκη","","","","","","","","","","Илики","","","","伊莉科湖"
"Q1789433","","","","","Mandra-See","Lake Mandrensko","","","","","","","","","","","","","Мандра","Mandra","","","曼德倫斯科湖"
"Q1472501","","","","","Koronia-See","Lake Koroneia","Lago Koronia","lac Koronia","Κορώνεια","","","","lago di Koroneia","","","Lake Koroneia","","","Корония","Límni Koróneia","","","柯洪內亞湖"
"Q2661366","","","","","Köyceğiz Gölü","Lake Köyceğiz","","","Λίμνη Κοϊτσεγκίζ","","","","Lago di Köyceğiz","キョイジェイズ湖","","Meer van Köyceğiz","Köyceğiz Gölü","","Кёйджегиз","","Köyceğiz Gölü","","克伊傑伊茲湖"
"Q2380189","","","بحيرة هزار","","","Lake Hazar","Lago Hazar","lac Hazar","","","","","","","","","","","","","Hazar Gölü","","哈扎爾湖"
"Q2330113","","","","","Jalpuhsee","Yalpug Lake","Lago Yalpug","lac Yalpug","","","","","","","","","Jałpuh","","Ялпуг","","","","亞爾普格湖"
"Q2578909","","","","","","Sheksna Reservoir","Embalse de Sheksná","","","","","","","","","","","","Шекснинское водохранилище","","","","舍克斯納水庫"
"Q2560795","","","","","","Molochnyi Liman","Limán del Molochna","","","","","","","","","","","","Молочный лиман","","","","莫洛奇涅湖"
"Q2448784","","","","","","Lake Chudzyavr","","","","","","","","","","Tsjoedzjavr","","","Чудзьявр","","","","丘濟亞夫爾湖"
"Q2349076","","","","","","Lake Manych-Gudilo","","lac Manytch-Goudilo","","","","","","マヌィチ・グジロ湖","","Manitsj-Goedilo","Manycz-Gudiło","","Маныч-Гудило","","","Hồ Manych-Gudilo","馬內奇古季洛湖"
"Q3234128","","","","","","Lake Salda","Lago Salda","lac de Salda","","","Salda-tó","","","","","","","","","","Salda Gölü","","薩爾達湖"
"Q4809067","","","","","Uluabat Gölü","Lake Uluabat","Lago Uluabat","","","","","","","","","","","","","","Uluabat Gölü","","烏盧巴特湖"
"Q4413650","","","","","","","","","","","","","","","","","","","Селецкое озеро","","","","謝列茨湖"
"Q4868539","","","","","","Batak Reservoir","","","","","","","","","","","","","","Batak","","","巴塔克水庫"
"Q6395796","","","","","","Iskar Reservoir","","","","","","","","イスクル貯水池","","","","","Искыр","","","","伊斯克爾水庫"
"Q4171154","","","","","","Lake Durusu","","","","","","","","","","","","","Дурусу","","Durusu Gölü","",""
"Q6048583","","","","","Seyfe Gölü","","","","","","","","","","","","","","","","Seyfe Gölü","",""
"Q20476882","","","","","","","","","","","","","","","","","","","","","Yay Gölü","",""
"Q1475796","","","","","Plastira-Stausee","Lake Plastiras","Lago Plastíra","lac Plastiras","Λίμνη Πλαστήρα","","","","","","","","","","Тавропос","","","",""
"Q2097063","","","","","Pistojärvi","","","","","","","","","","","Pistajarvi","","","Пистаярви","","","",""
"Q4220339","","","","","","","Limán Kiziltashki","","","","","","","","","","","","Кизилташский лиман","","","",""
"Q4109765","","","","","","","","","","","","","","","","","","","Весёловское водохранилище","","","",""
"Q4117238","","","بحيرة القادسية","","","Lake Qadisiyah","","","","","","","","","","","","","Кадисия","","","",""
"Q3072369","","","سبخة الجبول","","","Sabkhat al-Jabbul","Lago Jabbūl","lac Jabbūl","","","","","","","","","","","Джаббуль","","","",""
"Q16703287","","","","","","","","","","","","","","","","","","","Сумозеро","","","",""
"Q16692204","","","","","","","","","","","","","","","","","","","Ровкульское","","","",""
"Q11889019","","","","","","","","","","","","","","","","","","","Пулозеро","","","",""
"Q258818","","","","","Lac de Sainte-Croix","Lake of Sainte-Croix","","lac de Sainte-Croix","","","","Danau Sainte-Croix","lago di Sainte-Croix","","","Lac de Sainte-Croix","Lac de Sainte-Croix","","","","","",""
"Q2227582","","","","","Tjeukemeer","","","Tsjûkemar","","","","","Tsjûkemar","","","Tjeukemeer","Tjeukemeer","","","","","",""
"Q3215346","","","","","","","","lac d'Orient","","","","","","","","","Lac d’Orient","","","","","",""
"Q6686132","","","","","Lough Leane","Lough Leane","","Lough Leane","","","","","","レイン湖","","","Lough Leane","","","","","",""
"Q5551525","","","","","","Lake Taşaul","Tasaul","","","","","","","","","","","","","","","",""
"Q3377306","","","","","","","","Petit étang de Biscarrosse","","","","","","","","","","","","","","",""
"Q3591682","","","","","","Étang de Cazaux et de Sanguinet","","étang de Cazaux et de Sanguinet","","","","","Lago di Cazaux e di Sanguinet","","","Étang de Cazaux et de Sanguinet","","","","","","",""
"Q1593475","","","","","Heegermeer","","","Heegermeer","","","","","","","","Heegermeer","","","","","","",""
"Q25134534","","","","","","","","","","","","","","","","","","","","Límni Kastorías","","",""
"Q25125761","","","","","","","","","","","","","","","","","","","","Límni Vistonída","","",""
"Q24328415","","","","","","","","","","","","","","","","","","","","Karpanjärvi","","",""
"Q7362256","","","فيكي جيرفي","","Viekijärvi","Viekijärvi","","","","","","","","","","","","","","Viekinjärvi","","",""
"Q7362767","","","","","Suuri-Onkamo","Suuri-Onkamo","","","","","","","","","","","","","","Suuri Onkamojärvi","","",""
"Q7362746","","","","","Suininki","Suininki","","","","","","","","","","","","","","Suininki","","",""
"Q4110998","","","فياكسنسيلكا","","Viiksinselkä","Viiksinselkä","","","","","","","","","","","","","Виксинселькя","Viiksinselkä","","",""
"Q1739269","","","","","Kerkini-See","Lake Kerkini","Lago Kerkini","Kerkini","Κερκίνη","","","","","","","Kerkinimeer","","","Керкини","Límni Kerkíni","","",""
"Q926593","","","","","Kremasta-Stausee","Kremasta","","Kremasta","Λίμνη Κρεμαστών","","","","Kremasta","クレマスタ湖","","Kremasta","","","Кремаста","Technití Límni Kremastón","","",""
"Q576704","","","","","Lac d’Annecy","Lake Annecy","Lago de Annecy","lac d'Annecy","","","","","lago di Annecy","アヌシー湖","","Meer van Annecy","Annecy","Lago de Annecy","Аннеси","Annecysjön","","",""
"Q281748","","","","","Vegoritida-See","Lake Vegoritida","Lago Vegorítida","lac Vegoritida","Βεγορίτιδα","","","","lago di Vegoritida","","","Lake Vegoritida","","Lago Vegoritida","Вегоритис","Ostrovosjön","","",""
"Q23426","","","","","Lac du Bourget","Lac du Bourget","Lago del Bourget","lac du Bourget","","","","","lago del Bourget","ブルジェ湖","","Meer van Bourget","Jezioro Bourget","Lago do Bourget","Лак-дю-Бурже","Bourgetsjön","","",""
"Q1535929","","","","","Lac de Hourtin et de Carcans","Lac d'Hourtin-Carcans","Lago de Hourtin y Carcans","lac d'Hourtin et de Carcans","","","","","lago di Hourtin e di Carcans","","","Lac d'Hourtin-Carcans","","","","","","Lac de Hourtin et de Carcans",""
